"Decisions Oriented is looking for a Senior Data Scientist with a TS/SCI with Full Scope (FSP) or Counter-Intelligence (CI) to help answer some of the toughest cybersecurity and national security questions and unleash insight waiting to be found in complex data sets only accessible in a classified environment. As a technical leader, oversee the development of individual analytic efforts and guide a team through the analytic development and deployment process. This senior data scientist must be an experience technical leader candelegate analysis responsibilities to one or more team members and monitor performance, while also developing junior or inexperienced data scientists in understanding emerging machine learning and pattern recognition algorithms. A good portion of the day will require this senior data scientist to guiding and mentor a team of data scientists in integrating state-of-the-art algorithms into feasible solution.Roles and Responsibilities Include:Leading and conducting Analytic DevelopmentUse expert judgement and experience to evaluate several algorithms and recommend a final feasible model based on suitable performance metrics.Develop machine learning, data mining, statistical and graph-based algorithms to analyze and make sense of datasets. Using these algorithms create prototypes.Design experiments to generate data when training or example datasets are unavailable;Develop and implement statistical, machine learning, and heuristic techniques to create descriptive, predictive, and prescriptive analyticsEvaluate and validate the performance of analytics using standard techniques and metrics (e.g.cross validation, ROC curves, confusion matrices)Guide analytic development toward solutions that can scale to large datasetsDevelop and train machine learning systems based on statistical analysis of data characteristicsto support mission automationGuide the transition of prototyped analytics to production systemFacilitation & Collaboration with domain experts and a development teamWork with customers and SMEs to define analytic requirements and guide the team informulating analytics that meet requirementsPartner with software engineers and cloud developers to develop production analyticsPartner with subject matter experts to translate manual data analysis into automated analytics;Collaborate with development teams to implement prototype algorithms within organizational production frameworks for integration into analyst workflows.Work with subject matters experts (SMEs) to identify important information in raw data and develop query scripts that extract this information from a variety of data formats (e.g., SQL tables, structured metadata, network logs) and store in consumable data formats.Incorporate SME input into feature vectors suitable for analytic development and testing.Working with CustomersGenerate reports and visualizations that summarize datasets and provide data-driven insights to customers;Produce data visualizations that provide insight into dataset structure, meaning and context.Translate customer qualitative analysis process and goals into appropriate quantitative formulations that are coded into software prototypesDevelop statistical tests to enable data-driven recommendations and decisionsDevelop feature vectors for input into machine learning algorithmsTeam CultureOur team thrives on taking on the most challenging problems. If it’s difficult or hard to solve, we want it.Decisions Oriented is a fueled by a mix of contradictory forces. Imagination and reality. Focus and friendliness. Professionalism and fun. Our people are innovators and risk-takers as much as traditionalists. We seek out a diversity of backgrounds and opinions so we can deliver smart, creative solutions to clients. Challenges are welcome here.We invest in our employeesWe still believe that the best work force is a well trained workforce, so we invest our time and talent to personally train in our methods, techniques and tactics that have made us successful in this industry. You will have one on one access to our team of certified professionals to assist you in obtaining certifications, and maturing your craft in systems engineering, agile and scrum management, innovation management, and cyber operations response.Decisions Oriented is an EQUAL EMPLOYMENT OPPORTUNITY/AFFIRMATIVE ACTION employer – Minority/Female/Disability/Veteran",Data Scientist
"Job Title: Senior Software Developer/Data ScientistLocation: Ft. Meade, MarylandEmployment Type: Full-timeRequired Security Clearance: TS/SCI with CI PolyPosition Summary:FEDDATA is looking for a talented Senior Software Developer/Data Scientist that currently possesses a TS/SCI with CI Poly clearance with experience using Big Data Platform (BDP) that will join a multi-disciplinary team of subject matter experts supporting the U.S. Air Force Cyber Capabilities Support Office and U.S. Cyber Command Cyber Mission Forces.The Senior Software Developer/Data Scientist will develop machine learning, data mining, statistical and graph-based algorithms to analyze and make sense of datasets; prototype or consider several algorithms and decide upon final model based on suitable performance metrics; build models or develop experiments to generate data when training or example datasets are unavailable; generate reports and visualizations that summarize datasets and provide data-driven insights to customers; partner with subject matter experts to translate manual data analysis into automated analytics; implement prototype algorithms within production frameworks for integration into analyst workflows as well as take the lead in projects related to software development, taking charge of determining the needs of the organization, checking whether there are feasible solutions to challenges, and creating plans for the development of a software solution.Essential Job Functions:Produce data visualizations that provide insight into dataset structure and meaning.Work with subject matters experts (SMEs) to identify important information in raw data and develop scripts that extract this information from a variety of data formats (e.g., SQL tables, structured metadata, network logs).Incorporate SME input into feature vectors suitable for analytic development and testing.Translate customer qualitative analysis process and goals into quantitative formulations that are coded into software prototypes.Develop and implement statistical, machine learning, and heuristic techniques to create descriptive, predictive, and prescriptive analytics.Develop statistical tests to make data-driven recommendations and decisions.Develop experiments to collect data or models to simulate data when required data are unavailable.Develop feature vectors for input into machine learning algorithms.Minimum Required Qualifications:Due to the nature of this position and the information that employees will be required to access, U.S. Citizenship is required.Threee to Five (3-5) years of relevant experience in the data scientist field writing resuable code, and building resilent data pipelines in cloud environments.An associate's OR bachelor's degree in IT, computer science, or related field.TS/SCI with CI Poly clearance is required.Direct experience on the BDP is required.Coding knowledge and experience with several languages: C, C++, Java,JavaScript.Working Conditions:Work is typically based in a busy office environment and subject to frequent interruptions. Business work hours are normally set from Monday through Friday 8:00am to 5:00pm, however some extended or weekend hours may be required. Additional details on the precise hours will be informed to the candidate from the Program Manager/Hiring Manager.Physical Requirements:May be required to lift and carry items weighting up to 25 lbs. Requires intermittent standing, walking, sitting, squatting, stretching and bending throughout the workday.Background Screening/Check/Investigation:Successful Completion of a Background Screening/Check/Investigation will be required as a condition of hire.Benefits:Federal Data Systems, LLC offers competitive compensation, a flexible benefits package, career development opportunities that reflect its commitment to creating a diverse and supportive workplace. Benefits include, not all inclusive – Medical, Vision & Dental Insurance, Paid Time-Off & Company Paid Holidays, Personal Development & Learning Opportunities.Other:This employer participates in E-Verify and will provide the federal government with your Form I-9 information to confirm that you are authorized to work in the U.S.Federal Data Systems, LLC (FEDDATA) is an Equal Opportunity/Affirmative Action Employer. That does not unlawfully discriminate in any of its programs or activities on the basis of race, color, religion, sex, age, sexual orientation, gender identity, national origin, disability, protected veteran status, or any other basis prohibited by applicable law.",Data Scientist
"In the past four years, our client has grown over 25 times in size and has become one of the largest startups in San Diego. They’ve done some of their best work in the midst of a global pandemic and even hired over 75 new team members during the crisis.Whether they're logging on from home or from the office, their mission remains the same: To reinvent North America’s $400-billion freight industry by relentlessly eliminating inefficiency and waste through algorithmic pooling. They are using their proprietary technology to guarantee carbon neutral shared truckload service, the faster, safer, greener — just better — way to ship.As the first and only company in the freight space to earn a B Corp certification, they are driven to provide a net-zero shipping option that reduces our industry’s carbon footprint. Their commitment to doing the right thing doesn’t stop at the environment though; they are tackling initiatives in many areas to build an inherently sustainable business model and a high-performance, high-care culture.Their team and their investors are extremely passionate about their pledge to use shipping as a force for good. SoftBank, Volvo Group Venture Capital, SignalFire, GLP Capital Partners, and GV (formerly Google Ventures) recently invested millions in our Series C round of funding, validating our vision to transform the freight industry.This position is located at our client's HQ in San Diego, CA.Job SummaryOur client looking for an experience data scientist to explore our data, engineers new features, and conduct computational experiments to prototype and incrementally develop models which drive growth and innovation across the organization (e.g. revenue, profitability, pooling outcomes) by applying advanced data science and machine learning. Data scientists at our client's organization work in close conjunction with the broader engineering organization to collect and maintain clean data and prototype / operationalize models. A successful candidate is trusted by engineers and cross-functional stakeholders alike, capable of tackling complex challenges head-on to address critical business needs. They will deliver research products that produce measurably significant impact while working both collaboratively and independently to spearhead data science projects and ferry them to swift completion.ResponsibilitiesOwn data science projects affecting foundational aspects of the business, including but not limited to cost estimation, customer acquisition and retention, and dynamic pricing.Works incrementally in one week sprints to develop and guide first production-ready model to production within 5 months of startQuantifiably estimate business impact of new data science projectsWork closely with stakeholders to obtain buy-in and develop trust in developed systemsDesign, baseline, and monitor relevant KPIs and performance metricsProvide stakeholders (both inside and outside of engineering) persistent visibility into health of production pipelinesQualificationsMasters or PhD in Computer Science, Statistics, Applied Mathematics, or related, highly quantitative discipline2 - 5 years working on data science projects, with models successfully transitioned into production in an industrial settingMastery of Python and common DS libraries (e.g. SciKitLearn, xgBoost, Tensorflow)Demonstrated ability to create features that provide substantial lift to modelsKnowledge of data sampling and splitting techniquesKnowledge of machine learning algorithmsMastery of ""Big Data"" technologies (Spark, Kafka, Hadoop, etc.)Mastery of common database query languages and technologies (SQL / Postgres required, Snowflake, non-relational query languages optional)Experience with economic modeling / pricing / auctions strongly preferredData obsessed, with the ability to critically assess quality, reliability, relevance and availabilityAbility to communicate complex technical concepts to business stakeholders in an accessible way (e.g. through use of visualizations, and audience-appropriate presentations)Strong command of statistics and probabilityKnowledge and demonstrated experience with time-series and/or temporal modeling techniques",Data Scientist
"The Elevator Pitch: Why will you enjoy this new opportunity?VMware, the global leader in virtualization and cloud infrastructure, delivers customer-proven solutions that accelerate IT by reducing complexity and enabling more flexible, agile service delivery. A socially responsible company with a vision to imagine, design, and create a better world who is also recognized as top places to work for in Silicon Valley.We are looking for talented Lead Machine Learning Engineer who is excited about growing the internal ML Ops platform, ML modeling, ML performance tuning and optimization. We believe data science & ML Ops is about harnessing the power of data, built on solid foundation of software engineering, data modeling & architecture, devops skills & more. We recognize that you may have varied mix of skills, experiences & strengths, be it, ML Ops, data science, software development or data modeling. We want to talk to you.Success in the Role: What are the performance outcomes over the first 6-12 months you will work toward completing?As a Lead ML Engineer, you will provide technical leadership, design & architect end-to-end ML Ops solutions & data science solutions that are highly scalable, performant, secure and resilient. You rely on sound judgement, critical thinking, and creativity to deliver customer focused data solutions that create meaningful business impact. You are experienced with various patterns & algorithms for deep learning, and you are experienced in building efficient and scalable data services.Within the first 30 days, get to know team and develop a high-level understanding of team’s ML Ops & data science & technical domains. Begin operating as a part of AI/ML COE team.Within the first 90 days, understand the data hub product architecture and build healthy relationships. Work with and across product data hub teams to understand the relevant opportunities for data science initiatives.Within the first 120 days, collaborate with the Engineering Leadership, Product Management and existing data engineering teams to design, develop, and publish data science solutions that solves business problems across different data domains.Within 180 days and beyond, understand all integrations, enterprise architecture and collaborate with enterprise architecture team across different orgs to understand the bigger picture and refine ML Ops platform for coming business needs.The Work: What type of work will you be doing? What assignments, requirements, or skills will you be performing on a regular basis?You will work on software development, ML Ops, building distributed services on Kubernetes.You are hands-on and comfortable using Python, PySpark and R (expertise in Python is desirable). Your focus will be on buildingpropensity models (to buy/sell/respond)personas using segmentationcross-sell/upsell solutionsforecasting (financial, usage)Or leveraging other machine learning libraries/languages as requiredImplement Deep learning (using Keras, PyTorch, Tensor Flow) on business data problems.You have previously productized machine learning algorithms (or high-volume data processing jobs) providing accurate results with low latency.You are exposed to a wide variety of database technologies, from Postgres, SQLServer to NoSQL systems such as MongoDB, Cloudant, Cassandra, and/or Elasticsearch.Ability to communicate effectively at Senior management level.What is the leadership like for this role? What is the structure and culture of the team like?You will be joining the Data team, comprised of 100+ engineers spread throughout VMware offices including Palo Alto, CA, Austin, TX, India, and Costa Rica. This Lead Data Engineer role will report to the Senior Manager, Data Engineering. The team culture is based on building trust, on-going development through coaching, and giving back to the community through service learning. We believe in creating a psychologically safe and inclusive workplace and building compassionate relationships with the people we work with.What are the benefits and perks of working at VMware?You and your loved ones will be supported with a competitive and comprehensive benefits package. Below are some highlights, or you can view the complete benefits package by visiting www.benefits.vmware.com.Employee Stock Purchase PlanMedical Coverage, Retirement, and Parental Leave Plans for All Family TypesGenerous Time Off Programs40 hours of paid time to volunteer in your communityRethink's Neurodiversity program to support parents raising children with learning or behavior challenges, or developmental disabilitiesFinancial contributions to your ongoing development (conference participation, trainings, course work, etc.)Wellness reimbursement and online fitness and wellbeing classesCategory : Engineering and TechnologySubcategory: Software EngineeringExperience: Business LeadershipFull Time/ Part Time: Full TimePosted Date: 2021-08-11VMware Company Overview: At VMware, we believe that software has the power to unlock new opportunities for people and our planet. We look beyond the barriers of compromise to engineer new ways to make technologies work together seamlessly. Our cloud, mobility, and security software form a flexible, consistent digital foundation for securely delivering the apps, services and experiences that are transforming business innovation around the globe. At the core of what we do are our people who deeply value execution, passion, integrity, customers, and community. Shape what’s possible today at http://careers.vmware.com.Equal Employment Opportunity Statement: VMware is an Equal Opportunity Employer and Prohibits Discrimination and Harassment of Any Kind: VMware is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at VMware are based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV Status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. VMware will not tolerate discrimination or harassment based on any of these characteristics. VMware encourages applicants of all ages. Vmware will provide reasonable accommodation to employees who have protected disabilities consistent with local law.",Data Scientist
"Overview:Job Summary:Allegis Group is the global leader in talent solutions, delivering staffing services to our customers through our operating companies, including Aerotek, TEKsystems, and Aston Carter. The IT department at Allegis is leading us through a digital transformation where we are seamlessly incorporating technology into our work to enhance who we are – a company committed to creating opportunity for those around us and for those who will come after us.Our mission is to find the best talent for our clients' staffing needs, and we carry that mission to our job openings as well. We are seeking a Senior Data Scientist with a proven track record of delivering the highest quality AI solutions that have provided clear business value to organizations. The ideal candidate thrives in an agile environment and has a passion for collaborating and mentoring other team members in cutting edge machine learning and data science principles.Are you up for the challenge?Top Skills:Expertise with using programming languages to manipulate and analyze data, including Python, R, and/or JavaExpertise with using SQL to conduct complex database queriesDeep knowledge of Big Data platforms, such as Snowflake and/or BiqQueryProven track record of recommending, designing, implementing, and supporting large-scale AI solutions that provide business valueJob Description: Leads data science and machine learning initiatives for enterprise front office program in the staffing industry. Works with leadership to present new ideas and technologies in the recommendations space. Performs data analysis at scale and implements algorithms to find impactful operational and finished intelligence in large data streams. Involved in the analysis of unstructured and semi-structured data. Exercises creativity in applying non-traditional approaches to large-scale analysis of unstructured data in support of high-value use cases. Handles processing against high-volume collections of data and high-velocity data streams. Has the ability to make discoveries in the world of big data. Requires strong technical and computational skills coupled with the ability to code, design, develop, and deploy sophisticated applications using advanced unstructured and semi-structured data analysis techniques. Has the ability to utilize advance tools and computational skills to interpret, connect, predict and make discoveries in complex data and deliver recommendations. Develops documentation to support objectives of operationally focused team members. Presents findings to stakeholders at all levels.Responsibilities:Essential Functions:Architects and builds data science models for use in enterprise recommendations enginesRecommends and implements industry leading technologies and best practices to a team of data scientists, platform engineers, and machine learning specialistsImplements data management and data engineering strategies in cloud-based big data platformsLeads data science and machine learning initiativesCurates and analyzes large datasets for the purpose of creating training data for machine learning models and solving complex data science initiativesWorks in an Agile team with software engineers, business analysts, products owners, and testers to deliver data science solutions that provide business valueCommunicates project status, issues, and resolution with appropriate stakeholdersMaintains a working knowledge of new technologies and adopts suitable concepts for the organizationCreates level of effort (LOE) and duration estimates for assigned work. Proactively manage activities to meet those expectationsDocuments data models and solutionsQualifications:Minimum Education and/or Experience:Bachelor of Science Degree or higher computer science, statistics, or other related STEM (Science, Technology, Engineering, or Math)7+ years in data scientist, machine learning, or data engineering roleStrong understanding of modern data science patterns and algorithmsStrong understanding of machine learningStrong understanding of data engineering, structure, formatting, conditioning and analysisKnowledge of database tools and current data science processesSkills/Abilities:Knowledge of descriptive and inferential statistics, including hypothesis testingAbility to apply supervised and unsupervised machine learning algorithms for clustering, classification, and dimensionality reductionExperience with developing data visualizations, dashboards, or lightweight Web applications to communicate key insightsKnowledge of cloud-based Big Data platforms such as Google BigQuery a plusStrong understanding of Agile processes and practicesAbility to lead initiatives, mentor team members, and take accountability for deliveryAbility to communicate information to a business or leadership audience in verbal or written formatsKnowledge of research designs and patternsKnowledge of collection methods, capabilities, and tasking processStrong analytical and critical thinking skillsIntellectual curiosity: creativity and innovation to go beyond current tools to deliver the best solution to complex problemsCore Competencies:Customer ServiceBuilding RelationshipsBusiness Knowledge / Organizational AcumenSelf-Motivation/Self StarterLeading Self and Others",Data Scientist
"BLEND360 is an award-winning, new breed Data Science Solutions Company focused on powering exceptional results to our Fortune 500 clients. We are a growing companyborn at the intersection of advanced analytics, data and technologyBlend360 is seeking a Sr Project Management expert for our marketing technology group to perform a combination of planning, execution, and relationship management duties. This person will be responsible for issue resolution and management efforts pertaining to Blend360's client projects centered around Data Science.He/She will be responsible for working closely with business contacts and Blend360's internal teams. The ideal candidate will need to be flexible to shift priorities as business needs dictate. Also, this individual must not hesitate to insert their efforts where and when needed in areas such as prioritization, requirements development, process improvement and customer issue resolution. He/She will need to serve as a subject matter expert on platform capabilities and establish relationships and build support from key internal partners in business areas to execution on the platform strategy.The successful candidate will work as integral part of a team responsible for delivering a best-in-class experience across the various touchpoints, and the infrastructure that supports them. To accomplish this, he/she will be focused on continuously delivering an industry-leading customer experience while managing operating costs. Additionally, Blend360's new Project Manager has the primary responsibility for client implementation, any significant addition or change to a client's existing infrastructure, or day to day management of large, active clients.Essential Functions:Â§ Manage the work stream roadmap, analysis tasks, work with the assigned DS resource to complete the task and manage overall timeline / stakeholder expectationÂ§ Provide timely / weekly leadership updateÂ§ Coordinate with other workstream POCs on key analysis effortsÂ§ Drive key working sessions with data science resource, SMEs to define problem, manage analysis progress, report out findingsÂ§ Prepare executive ready materials to summarize progress, finding, recommendationÂ§ Identify, communicate and actively work towards resolve risks / road blockersCreates project plans from scratch, - and tracks and drives progress towards the delivery objectives established mutually with the client in the SOW, while ensuring delivery best practices are employed.Manages the daily responsibilities associated with delivering world-class solutions for single or multiple clients.Coordinates cross-functional teams through meetings and progress measurement activity which bring distinct, specific projects to completion both on time and within budgetDuties & ResponsibilitiesManage project development and execution from initiation through closure; be accountable for the project along with the project sponsorBuild and maintain knowledge of clients' business, competition, and industry trendsProvide assistance & advice to aid in developing strategic approaches to the development of solutionsWork with the project sponsors and stakeholders to ensure projects are fully defined, and assist in developing any supporting documentation neededClearly communicate expectations to project stakeholdersEstimate project timeline's level of effort and costCreate, update, and maintain project plans and schedules to keep project teams aligned & maintain accurate project forecasts and statusesManage team assignments and balance workload in a deadline driven environmentTrack and report on project milestones and provide status reports to project sponsors and stakeholdersEffectively apply our methodology and enforce project standards & governanceManage change control process; perform risk assessments and analysis to identify and document impact of any proposed changesEnsure change requests are documented and stored appropriatelyMonitor performance against quality goals and implement corrective action as neededEnsure work product accuracy before delivery to clientMay manage one or more direct reportsCould be travel to clientsRequirementsComfortable interacting with senior leadership being able to simplify technical concepts to a non-technical audienceOrganizational agility comfortable navigate a complex / multi-functional project teamProject management be able to rally together a large group of SMEs from 3 business units, set expectation, manage timelineStrong problem solving skillStrongly preferred: ability to perform data analysis / have foundational understanding of DS techniques ( SQL, stats / exp design)Ideal: Understand Rx businessExcellent understanding of project management principles, such as organization, documentation, and delegationPrior experience with Python and RPrevious experience in Data Science and/or Advanced Marketing analyticsExcellent communication and negotiation skillsAble to interact with staff/colleagues of varying levelsAble to prioritize work and shift priorities as needed to meet aggressive deadlines and milestonesAble to identify and resolve issuesAble to complete successful projects that are on schedule and receive high satisfaction resultsAble to function, and successfully manage, in a demanding and stressful environmentAble to negotiate, manage conflict, and manage customer concerns that cause disappointment, dissatisfaction, or frustration for the customerAble to identify most effective and appropriate PM methodologies - based on project scope and complexityAble to mentor other PMsAble to deviate from standard/established PM methodologies to accomplish dynamic project completionExperience5-7 years of related experience - Data Science ANDProject Management experience preferredCombination of education and experience to successfully perform the essential functions of the job",Data Scientist
"OrganizationDEVCOM Army Research LaboratoryReference CodeARL-R-CISD-1424032608DescriptionAbout the ResearchThere has been a growing interest to deploy advanced machine learning model in intelligent systems. While there has been a lot of work on producing accurate output, there is less attention on the uncertainty of the output. The aim of this research is to develop theoretical foundation and computational framework to estimate the uncertainty in large-scale learning models. These uncertainty measure will be utilized to i) Explore trade-offs with computational complexity, learning time, and accuracy for various intelligent system application. ii) Provide feedback to higher level artificial reasoning intelligent systems assisting missions. iii) Enable optimal risk-aware learning. Research opportunities exist in the following areas:Uncertainty quantification for DNNGaussian Processes for classification/regression in Machine LearningBayesian Sampling in Neural NetworkStochastic OptimizationARL Advisor: Brian JalaianARL Advisor Email: brian.a.jalaian.civ@mail.milAbout CISDThe Computational and Information Sciences Directorate (CISD) conducts research in a variety of disciplines relevant to achieving and implementing the so-called digital battlefield. Problems address the sensing, distribution, analysis, and display of information in the modern battle space. CISD research focuses on four major areas: communications, atmospheric modeling, battlefield visualization, and computingAbout ARL-RAPThe Army Research Laboratory Research Associateship Program (ARL-RAP) is designed to significantly increase the involvement of creative and highly trained scientists and engineers from academia and industry in scientific and technical areas of interest and relevance to the Army. Scientists and Engineers at the CCDC Army Research Laboratory (ARL) help shape and execute the Army's program for meeting the challenge of developing technologies that will support Army forces in meeting future operational needs by pursuing scientific research and technological developments in diverse fields such as: applied mathematics, atmospheric characterization, simulation and human modeling, digital/optical signal processing, nanotechnology, material science and technology, multifunctional technology, combustion processes, propulsion and flight physics, communication and networking, and computational and information sciences.A complete application includes:Curriculum Vitae or ResumeThree References FormsAn email with a link to the reference form will be available in Zintellect to the applicant upon completion of the on-line application. Please send this email to persons you have selected to complete a reference.References should be from persons familiar with your educational and professional qualifications (include your thesis or dissertation advisor, if applicable)TranscriptsTranscript verifying receipt of degree must be submitted with the application. Student/unofficial copy is acceptableIf selected by an advisor the participant will also be required to write a research proposal to submit to the ARL-RAP review panel for :Research topic should relate to a specific opportunity at ARL (see Research Areas)The objective of the research topic should be clear and have a defined outcomeExplain the direction you plan to pursueInclude expected period for completing the studyInclude a brief background such as preparation and motivation for the researchReferences of published efforts may be used to improve the proposalA link to upload the proposal will be provided to the applicant once the advisor has made their selection.Questions about this opportunity? Please email ARLFellowship@orau.orgEligibility RequirementsDegree: Any degree .Discipline(s):Computer, Information, and Data SciencesEngineeringMathematics and StatisticsNanotechnologyAge: Must be 18 years of age",Data Scientist
"The Challenge:Are you excited at the prospect of unlocking the secrets held by a data set? Are you fascinated by the possibilities presented by the IoT, machine learning, and artificial intelligence advances? In an increasingly connected world, massive amounts of structured and unstructured data open up new opportunities. As a data scientist, you can turn these complex data sets into useful information to solve global challenges. Across private and public sectors — from fraud detection, to cancer research, to national intelligence — you know the answers are in the data.We have an opportunity for you to use your analytical skills to improve public healthcare. You’ll work closely with your customer to understand their questions and needs, and then dig into their data-rich environment to find the pieces of their information puzzle. You’ll mentor teammates, develop algorithms, write scripts, apply machine learning, help scale machine learning applications to new clients and challenges, and use the right combination of tools and frameworks to turn that set of disparate data points into objective answers to help our federal government clients make informed decisions. You’ll provide your customer with a deep understanding of their data, what it all means, and how they can use it. Join us as we use data science for good in public healthcare.Empower change with us.You Have:5+ years of experience with data science, data analytics, or research analyticsExperience with leading technical capabilities and teamsExperience with scripting languages, including Python and RExperience with creating data infrastructure models and implementing them in client systemsExperience with managing disparate data sources, including preprocessing, cleansing, and verifying data integrityExperience with performing data exploration and analysis to support analytics objectivesAbility to work independently to achieve results with minimal guidanceBA or BS degreeNice If You Have:Experience with data analysis for health-related organizations, including FDA, NIH, and commercialExperience with data visualization tools or technologies, including Tableau, Qlik or RShinyAbility to exhibit flexibility and initiative when dealing with ambiguous and fast-paced situationsBuild Your Career: At Booz Allen, we know the power of analytics and we’re dedicated to helping you grow as a data analysis professional. When you join Booz Allen, you’ll have the chance to:access online and onsite training in data analysis and presentation methodologies, and tools like Hortonworks, Docker, Tableau, and Splunkchange the world with the Data Science Bowl—the world’s premier data science for social good competitionparticipate in partnerships with data science leaders, like our partnership with NVIDIA to deliver Deep Learning Institute (DLI) training to the federal governmentYou’ll have access to a wealth of training resources through our Analytics University, an online learning portal specifically geared towards data science and analytics skills, where you can access more than 5000 functional and technical courses, certifications, and books. Build your technical skills through hands-on training on the latest tools and state-of-the-art tech from our in-house experts. Pursuing certifications that directly impact your role? You may be able to take advantage of our tuition assistance, on-site bootcamps, certification training, academic programs, vendor relationships, and a network of professionals who can give you helpful tips. We’ll help you develop the career you want as you chart your own course for success.We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or other protected characteristic—to fearlessly drive change.",Data Scientist
"Are you a Principal Statistical Programmer with deep knowledge within Clinical Development? Would you like to be part of a fast-paced and agile team who has direct strategic impact on drug development, empowered and trusted to innovate? If yes, join us at AstraZeneca Late-Stage CVRM (Cardiovascular Renal Metabolism) Biometrics and help us to achieve the next wave of breakthrough medicines aiming to make a difference for millions of patients!At AstraZeneca Biometrics, we harness data and use the best technology solutions to positively impact science. We don’t accept the status quo, digging deep to see what the data is telling us, using cutting-edge methodologies and models to drive scientific breakthroughs. We put patients first and strive to meet their unmet needs worldwide. Working here means being entrepreneurial, thinking big and working together to make the impossible a reality, by doing the right things.We are more than 65.000 people in over 100 countries. Our aim is simple to positively impact lives together. Using the power of science and innovation, our people improve the impact medicine has on patients. Together, we explore the world of science through our remarkable product pipeline and we take our understanding of the CVRM therapeutic area to a whole new level by seeking new treatments. If your passion is science and you want to be part of a team that makes a bigger impact on patients’ lives, then there’s no better place to be.We are now offering exciting opportunities for talented and highly motivated individuals to join us in the role as Principal Statistical Programmers within Late CVRM.The role can be based at AstraZeneca’s dynamic R&D sites in Gothenburg (Sweden) or Gaithersburg (US).What you’ll doYou will be part of a team of statisticians and statistical programmers and work with providing programming expertise to the design, conduct, evaluation, documentation and regulatory submissions of our clinical development programs. In the role as Principal Statistical Programmer, you will contribute to more strategic planning, quantitative decision making, act as specialist in our contact with external providers and collaborators, mentoring more junior staff, lead projects and be involved in adapting and developing programming tools, standards and praxis.There are countless learning opportunities here. AstraZeneca is a rapidly growing business, that’s investing in all areas, especially technology. We get to explore and stretch our thinking in ways few could imagine. You will work in the Programming department that not only oversees and delivers the programming aspects of analysis and reporting but also manages and maintains our end to end standards and our analysis and reporting production tools. If you want to learn every day, this is the right place for you!ResponsibilitiesReporting to a Director within the Statistical Programming group you will provide programming expertise in one or more of the following areas:Lead and directs the full scope of project delivery and/or leads a technical project within the TA/Drug Project/study/functionLeads Implementation of statistical programming aspects of the of the protocol or clinical development programResponsible for the high quality of all project deliverables, holding partners and providers accountable for the quality of their deliverable and/or technical subject matter expert for aspect(s) of the TA, Project, or functionLeads or contribute to cross-functional administrative or process improvement initiative(s)Drives the development of best practices to improve quality, efficiency and/or effectiveness within the functionDrives standards development and implementationManages and escalate risk in complicated or novel situations within their study and/or projectsContributes to the function by supporting recruiting and/or providing training and mentorshipIdentifies opportunities to improve methodology and provides practical solutions for problemsManages activities of our external partners (i.e. Contract Research Organisations)Influences stakeholders by providing subject matter expertise on programming related itemsEnsures compliance to standards and automation usageEmploys all project management practices in managing drug or technical projectsProvides input to capacity management for all projects in scopeMaintains own knowledge of latest industry and regulatory requirements to stay currentEssential for the roleBSc in a Mathematical (i.e. Applied Math, Engineering, etc.), Statistical, Computer Science, Life Science or equivalentExcellent problem solving skillsDiligence – attention to detail and ability to manage concurrent projects and activitiesExcellent verbal and written communication skills and ability to influence stakeholdersExtensive SAS programming expertise to an advanced level gained within a clinical drug development or healthcare environmentComprehensive knowledge of technical and regulatory requirements with submission experienceWide ranging knowledge of CDSIC standards and industry best practicesTravel – willingness and ability to travel domestically and/or internationallyTeam centric approach: keen to take steps to understand and appreciate the roles, skills and strengths of others on the teamPlanning and organizational skillsTo succeed in this role, you’ll be an experienced programmer with good knowledge of technical and regulatory requirements related to programming within the pharmaceutical or healthcare industry. You’ll enjoy multitasking, collaborating as part of a global team, and have an appetite for solving problems. You will be an effective communicator, with a strong team focus who enjoys collaborating to achieve the best results.Why AstraZeneca?At AstraZeneca we’re dedicated to being a Great Place to Work. Where you are empowered to push the boundaries of science and unleash your entrepreneurial spirit. There’s no better place to make a difference to medicine, patients and society. An inclusive culture that champions diversity and collaboration, and always committed to lifelong learning, growth and development. We’re on an exciting journey to pioneer the future of healthcare.So, what’s next?Are you already imagining yourself joining us? Good, because we can’t wait to hear from you! Welcome with your application (CV and cover letter).Since we are hiring in both Gothenburg and Gaithersburg, please state in your application which location you are interested of.We will review the applications continuously so please apply as soon as possible.Where can I find out more?https://careers.astrazeneca.com/biometrics",Data Scientist
